"id","youSaveSpend","fuelCost08","year","make","model","atvType","drive","VClass","evMotor","evMotorBatterySize","evMotorBatteryType","evMotorElKW"
36470,2000,800,2016,"Kia","Optima Hybrid EX","Hybrid","Front-Wheel Drive","Midsize Cars","270V Li-Ion",270,"Li-Ion",NA
36515,-500,1400,2015,"Mercedes-Benz","S550e","Plug-in Hybrid","Rear-Wheel Drive","Large Cars","85 kW DCPM",NA,NA,85
36553,3000,600,2016,"Kia","Soul Electric","EV","Front-Wheel Drive","Small Station Wagons","81 kW AC PMSM",NA,NA,81
36709,-1750,1700,2016,"Porsche","Cayenne S e-Hybrid","Plug-in Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","70 kW DC Brushless",NA,NA,70
36710,-750,1500,2016,"Porsche","Panamera S E-Hybrid","Plug-in Hybrid","Rear-Wheel Drive","Large Cars","70 kW DC Brushless",NA,NA,70
36749,2250,750,2016,"Lexus","ES 300h","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
36786,2750,650,2015,"Tesla","Model S AWD - 90D","EV","All-Wheel Drive","Large Cars","140 (front) 140 (rear) (90 kW-hr battery pack)",NA,NA,140
36787,2500,700,2015,"Tesla","Model S AWD - P90D","EV","All-Wheel Drive","Large Cars","164 (front) 350 (rear) (90 kW-hr battery pack)",NA,NA,350
36796,2250,750,2016,"Toyota","Camry Hybrid LE","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
36797,2250,750,2016,"Toyota","Camry Hybrid XLE/SE","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
36821,1750,850,2016,"Volkswagen","Jetta Hybrid","Hybrid","Front-Wheel Drive","Compact Cars","220V Li-Ion",220,"Li-Ion",NA
36833,1250,950,2016,"Subaru","XV Crosstrek Hybrid AWD","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","101V Ni-MH",101,"Ni-MH",NA
36834,3250,550,2016,"Volkswagen","e-Golf","EV","Front-Wheel Drive","Compact Cars","85 kW AC PMSM",NA,NA,85
36855,2500,700,2016,"Toyota","Prius v","Hybrid","Front-Wheel Drive","Midsize Station Wagons","202V Ni-MH",202,"Ni-MH",NA
36860,3000,600,2016,"smart","fortwo electric drive convertible","EV","Rear-Wheel Drive","Two Seaters","55 kW DCPM",NA,NA,55
36861,3000,600,2016,"smart","fortwo electric drive coupe","EV","Rear-Wheel Drive","Two Seaters","55 kW DCPM",NA,NA,55
36862,1500,1150,2016,"Cadillac","ELR","Plug-in Hybrid","Front-Wheel Drive","Subcompact Cars","55 and 174kW 3-Phase AC",NA,NA,135
36863,2750,700,2016,"Chevrolet","Volt","Plug-in Hybrid","Front-Wheel Drive","Compact Cars","48 and 87 kW 3-Phase AC",NA,NA,87
36890,2500,700,2016,"Lexus","CT 200h","Hybrid","Front-Wheel Drive","Compact Cars","202V Ni-MH",202,"Ni-MH",NA
36915,2250,750,2016,"Ford","C-MAX Hybrid FWD","Hybrid","Front-Wheel Drive","Large Cars","280V Li-Ion",280,"Li-Ion",NA
36932,2250,800,2016,"Ford","C-MAX Energi Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","68 kW DCPM",NA,NA,68
36978,3000,600,2016,"Ford","Focus Electric","EV","Front-Wheel Drive","Compact Cars","107 kW AC PMSM",NA,NA,107
36979,2500,700,2016,"Tesla","Model X AWD - 90D","EV","All-Wheel Drive","Standard Sport Utility Vehicle","193 (front) 193 (rear) (90 kW-hr battery pack)",NA,NA,193
36980,2250,750,2016,"Tesla","Model X AWD - P90D","EV","All-Wheel Drive","Standard Sport Utility Vehicle","193 (front) 375 (rear) (90 kW-hr battery pack)",NA,NA,375
36996,3250,550,2016,"Chevrolet","Spark EV","EV","Front-Wheel Drive","Subcompact Cars","105 kW ACPM",NA,NA,105
36997,2000,800,2016,"Mercedes-Benz","B250e","EV","Front-Wheel Drive","Midsize Cars","132 kW AC Induction",NA,NA,132
36998,2500,750,2016,"Hyundai","Sonata Plug-in Hybrid","Plug-in Hybrid","Front-Wheel Drive","Midsize Cars","50 kW IPMSM",NA,NA,50
37057,1500,900,2016,"Lexus","NX 300h","Hybrid","Front-Wheel Drive","Small Sport Utility Vehicle","245V Ni-MH",245,"Ni-MH",NA
37061,1250,950,2016,"Lexus","NX 300h AWD","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","245V Ni-MH",245,"Ni-MH",NA
37066,3000,600,2016,"Nissan","Leaf (24 kW-hr battery pack)","EV","Front-Wheel Drive","Midsize Cars","80 kW DCPM",NA,NA,80
37067,3000,600,2016,"Nissan","Leaf (30 kW-hr battery pack)","EV","Front-Wheel Drive","Midsize Cars","80 kW DCPM",NA,NA,80
37068,-1000,1550,2016,"BMW","X5 xDrive40e","Plug-in Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","83 kW AC Induction",NA,NA,83
37082,-3250,1850,2016,"Lexus","LS 600h L","Hybrid","All-Wheel Drive","Midsize Cars","288V Ni-MH",288,"Ni-MH",NA
37092,3000,600,2016,"Toyota","Prius c","Hybrid","Front-Wheel Drive","Compact Cars","144V Ni-MH",144,"Ni-MH",NA
37093,1500,900,2016,"Honda","CR-Z","Hybrid","Front-Wheel Drive","Two Seaters","144V Li-Ion",144,"Li-Ion",NA
37094,2000,800,2016,"Honda","CR-Z","Hybrid","Front-Wheel Drive","Two Seaters","144V Li-Ion",144,"Li-Ion",NA
37104,2250,750,2016,"Toyota","Avalon Hybrid","Hybrid","Front-Wheel Drive","Midsize Cars","245V Ni-MH",245,"Ni-MH",NA
37107,-250,1250,2016,"Lexus","RX 450h","Hybrid","Front-Wheel Drive","Small Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
37110,1500,900,2016,"Toyota","RAV4 Hybrid AWD","Hybrid","All-Wheel Drive","Small Sport Utility Vehicle","245V Ni-MH",245,"Ni-MH",NA
37111,-250,1250,2016,"Lexus","RX 450h AWD","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
37112,-1000,1400,2016,"BMW","ActiveHybrid 5","Hybrid","Rear-Wheel Drive","Midsize Cars","374V Li-Ion",374,"Li-Ion",NA
37115,0,1200,2016,"Infiniti","Q70 Hybrid","Hybrid","Rear-Wheel Drive","Midsize Cars","346V Li-Ion",346,"Li-Ion",NA
37127,750,1050,2016,"Toyota","Highlander Hybrid 4WD","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
37128,750,1050,2016,"Toyota","Highlander Hybrid 4WD LE Plus","Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","288V Ni-MH",288,"Ni-MH",NA
37129,1250,1050,2016,"Audi","A3 e-tron","Plug-in Hybrid","Front-Wheel Drive","Compact Cars","80 kW DCPM",NA,NA,80
37130,1750,950,2016,"Audi","A3 e-tron ultra","Plug-in Hybrid","Front-Wheel Drive","Compact Cars","80 kW DCPM",NA,NA,80
37131,1250,1250,2016,"Cadillac","ELR Sport","Plug-in Hybrid","Front-Wheel Drive","Subcompact Cars","55 and 174kW 3-Phase AC",NA,NA,135
37148,0,1200,2016,"Lexus","GS 450h","Hybrid","Rear-Wheel Drive","Midsize Cars","288V Ni-MH",288,"Ni-MH",NA
37156,3000,600,2016,"Fiat","500e","EV","Front-Wheel Drive","Minicompact Cars","82 kW AC Induction",NA,NA,82
37161,-500,1400,2016,"Mercedes-Benz","S550e","Plug-in Hybrid","Rear-Wheel Drive","Large Cars","85 kW DCPM",NA,NA,85
37163,3000,600,2016,"Toyota","Prius","Hybrid","Front-Wheel Drive","Midsize Cars","202V Ni-MH",202,"Ni-MH",NA
37164,3250,550,2016,"Toyota","Prius Eco","Hybrid","Front-Wheel Drive","Midsize Cars","207V Li-Ion",207,"Li-Ion",NA
37216,3250,550,2016,"BMW","i3 BEV","EV","Rear-Wheel Drive","Subcompact Cars","125 kW AC Induction",NA,NA,125
37222,2750,950,2016,"BMW","i3 REX","Plug-in Hybrid","Rear-Wheel Drive","Subcompact Cars","125kW",NA,NA,125
37223,250,1300,2016,"BMW","i8","Plug-in Hybrid","All-Wheel Drive","Subcompact Cars","96kW",NA,NA,96
37224,-750,1500,2016,"Volvo","XC90 AWD PHEV","Plug-in Hybrid","All-Wheel Drive","Standard Sport Utility Vehicle","34 and 65kW DCPM",NA,NA,99
